Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN18080,2.0,,,0.0,,0.0,,,2018.0,8.0,,Online,0.0,0.0,0.0,,,1.0
INN01953,1.0,,,1.0,,,Room_Type 1,3.0,2018.0,6.0,,,0.0,0.0,,,0.0,0.0
INN17979,2.0,,,2.0,Meal Plan 1,0.0,,,2018.0,9.0,,,,0.0,,,,0.0
INN01985,2.0,,1.0,2.0,,0.0,Room_Type 1,,,8.0,,,0.0,0.0,,,0.0,0.0
INN24815,3.0,,0.0,,,0.0,,,2018.0,7.0,19.0,Online,,0.0,,202.58,,1.0
INN15319,2.0,,,2.0,Meal Plan 1,,,,2018.0,7.0,,Online,,0.0,0.0,,,
INN10873,2.0,,,5.0,,,,,2018.0,8.0,,Online,,0.0,,107.95,1.0,0.0
INN17427,2.0,,,1.0,,0.0,,,2018.0,12.0,17.0,Online,,0.0,0.0,,0.0,0.0
INN19663,1.0,,,1.0,Not Selected,0.0,,,2018.0,10.0,11.0,,0.0,0.0,,,1.0,1.0
INN29057,2.0,,0.0,1.0,Meal Plan 1,,,3.0,2018.0,12.0,,Online,,0.0,0.0,,,0.0
INN01784,2.0,,,1.0,Meal Plan 1,0.0,,36.0,2017.0,9.0,,Offline,0.0,0.0,,85.0,,0.0
INN00063,1.0,,,2.0,,0.0,Room_Type 1,,2018.0,6.0,,,,0.0,0.0,,,0.0
INN16385,,,,2.0,Meal Plan 1,0.0,,,2018.0,5.0,,,,0.0,0.0,95.0,0.0,1.0
INN20347,,,,4.0,Meal Plan 1,0.0,Room_Type 1,277.0,2018.0,9.0,12.0,,,0.0,,,0.0,1.0
INN30177,,,0.0,3.0,,,Room_Type 1,,,9.0,,Online,0.0,0.0,,117.67,2.0,0.0
INN03463,1.0,,,,Meal Plan 1,,,,2017.0,9.0,,Complementary,,0.0,,,1.0,0.0
INN17761,2.0,,,4.0,Meal Plan 1,,,114.0,2018.0,5.0,,,,0.0,,,0.0,1.0
INN15698,2.0,,,2.0,,,Room_Type 1,,2018.0,6.0,,Online,,0.0,0.0,,0.0,0.0
INN32884,,,,,,0.0,,,2018.0,11.0,,,,0.0,,88.0,,1.0
INN18529,2.0,,,1.0,Meal Plan 1,,,,2018.0,5.0,,Online,0.0,0.0,0.0,,,1.0
INN33985,2.0,,,0.0,Meal Plan 1,0.0,,,2018.0,3.0,,,0.0,0.0,0.0,99.0,1.0,0.0
INN05853,2.0,,,,Meal Plan 1,,,,2018.0,12.0,,,,0.0,0.0,104.0,1.0,0.0
INN16309,2.0,,2.0,,,0.0,Room_Type 1,,2017.0,9.0,,,,0.0,0.0,76.5,,0.0
INN03666,2.0,,2.0,3.0,,0.0,,,2018.0,10.0,,Online,,0.0,0.0,94.35,,0.0
INN22502,2.0,,,0.0,Not Selected,,,,2018.0,2.0,,Online,,0.0,0.0,,1.0,0.0
INN15680,1.0,0.0,0.0,2.0,,0.0,Room_Type 1,,2017.0,11.0,,,,0.0,0.0,73.0,0.0,0.0
INN31557,2.0,,,3.0,,0.0,,,2018.0,11.0,3.0,Offline,,0.0,,,0.0,1.0
INN02272,2.0,,,2.0,Meal Plan 1,,Room_Type 1,,2018.0,9.0,,,,0.0,,,0.0,0.0
INN33151,2.0,,,1.0,,,,104.0,2018.0,7.0,,,,0.0,0.0,105.3,0.0,1.0
INN11080,2.0,0.0,,1.0,,0.0,,,2017.0,8.0,,Offline,,0.0,,,,0.0
INN15874,2.0,,,0.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,9.0,,,,0.0,,109.0,1.0,0.0
INN26838,1.0,,,1.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,11.0,,Complementary,,0.0,9.0,0.0,1.0,0.0
INN20827,1.0,,0.0,2.0,,,Room_Type 1,,2018.0,6.0,,Offline,,0.0,0.0,95.0,,0.0
INN34485,2.0,,,2.0,Not Selected,1.0,,,2017.0,11.0,6.0,,0.0,0.0,,,1.0,0.0
INN11727,2.0,,1.0,0.0,,,,,2018.0,8.0,,Online,,0.0,,,,1.0
INN33010,,,,,Meal Plan 1,,Room_Type 1,107.0,2018.0,4.0,,Online,,0.0,0.0,,0.0,1.0
INN19630,2.0,,0.0,4.0,,0.0,Room_Type 1,111.0,2018.0,12.0,,,,0.0,0.0,,0.0,1.0
INN14013,2.0,,,3.0,Meal Plan 1,,,213.0,2018.0,9.0,,Online,0.0,0.0,0.0,,1.0,1.0
INN22438,2.0,,2.0,2.0,Meal Plan 1,,Room_Type 1,,2017.0,,,Offline,,0.0,0.0,65.0,0.0,1.0
INN06544,2.0,0.0,,,Meal Plan 1,,Room_Type 4,26.0,2018.0,10.0,,Online,,0.0,0.0,,1.0,0.0
INN04222,,,,5.0,Not Selected,,,,2018.0,10.0,,Online,,0.0,0.0,,2.0,0.0
INN01942,,,,,,,Room_Type 1,,2018.0,9.0,,,,0.0,0.0,,,0.0
INN12394,3.0,,2.0,2.0,,,,47.0,2018.0,4.0,10.0,Online,,0.0,,,,0.0
INN26295,2.0,,,,,,Room_Type 1,,2018.0,4.0,,Offline,,0.0,,85.0,,0.0
INN08328,1.0,,,2.0,,0.0,Room_Type 1,,2018.0,10.0,,,,0.0,,,0.0,1.0
INN03450,2.0,,,,,,,,2018.0,6.0,,Offline,,0.0,,,0.0,0.0
INN05893,1.0,0.0,,1.0,Not Selected,,Room_Type 1,,2018.0,10.0,,Online,,0.0,0.0,,,0.0
INN23836,1.0,0.0,,2.0,Meal Plan 1,,Room_Type 1,,2018.0,6.0,,,0.0,0.0,,,0.0,1.0
INN30344,1.0,,,,Meal Plan 1,0.0,,,2018.0,9.0,13.0,,,0.0,,65.0,,0.0
INN16425,2.0,,,0.0,Meal Plan 1,,,,,6.0,,,,0.0,0.0,,1.0,0.0
INN27144,,,3.0,,,0.0,Room_Type 1,,2017.0,9.0,,,,0.0,0.0,,2.0,0.0
INN27925,2.0,,,5.0,Meal Plan 1,,,,2018.0,3.0,,,,0.0,0.0,83.66,1.0,0.0
INN27990,2.0,,,2.0,Not Selected,0.0,,,2018.0,4.0,,,,0.0,0.0,,1.0,0.0
INN21746,2.0,,0.0,3.0,,0.0,,,2018.0,6.0,,,0.0,0.0,0.0,,0.0,1.0
INN19151,1.0,,,,,0.0,Room_Type 1,,2017.0,10.0,,Corporate,,0.0,,,0.0,0.0
INN25478,2.0,0.0,,1.0,Meal Plan 1,,,,2017.0,8.0,,,0.0,0.0,0.0,99.0,,0.0
INN17935,2.0,,,3.0,,,Room_Type 1,,2018.0,3.0,28.0,Offline,,0.0,0.0,,,0.0
INN00414,3.0,,,2.0,Meal Plan 1,,,,2018.0,5.0,,Online,,0.0,0.0,150.45,0.0,1.0
INN09368,1.0,,,5.0,,,,,2018.0,2.0,,,,0.0,,,1.0,
INN15692,2.0,0.0,,3.0,Meal Plan 1,0.0,,,2017.0,12.0,,Offline,,0.0,,,0.0,0.0
INN28949,2.0,,,3.0,,,Room_Type 4,83.0,2018.0,10.0,,Online,,0.0,,115.56,0.0,1.0
INN04882,2.0,,1.0,3.0,Meal Plan 1,0.0,Room_Type 4,,2018.0,3.0,3.0,,,0.0,,,2.0,0.0
INN08465,0.0,,2.0,,Meal Plan 1,,,21.0,2018.0,8.0,,,,0.0,0.0,,2.0,0.0
INN14863,2.0,,0.0,,Meal Plan 1,0.0,Room_Type 4,,2018.0,10.0,12.0,,,0.0,0.0,132.3,2.0,1.0
INN07386,2.0,,0.0,3.0,Meal Plan 1,,,,2017.0,8.0,13.0,Online,,0.0,,,1.0,0.0
INN33833,2.0,,,3.0,Meal Plan 1,0.0,,183.0,2018.0,9.0,,Offline,,0.0,0.0,110.0,1.0,1.0
INN20854,2.0,,,2.0,,0.0,,,2017.0,10.0,,,0.0,0.0,0.0,75.0,0.0,1.0
INN31524,1.0,,,1.0,,0.0,Room_Type 1,,2017.0,12.0,,,,0.0,,,0.0,0.0
INN07797,2.0,0.0,,2.0,Meal Plan 2,0.0,,,2017.0,9.0,,,0.0,0.0,0.0,,0.0,0.0
INN02289,,,1.0,3.0,Meal Plan 1,,,,2018.0,10.0,,,,0.0,,,0.0,1.0
INN21219,2.0,,1.0,2.0,Meal Plan 1,,,,2018.0,3.0,,,0.0,0.0,0.0,,0.0,0.0
INN20070,2.0,,,2.0,,,,33.0,2018.0,10.0,,Online,,0.0,,,0.0,1.0
INN06302,,,,5.0,Meal Plan 1,0.0,Room_Type 4,,2018.0,8.0,14.0,,,0.0,0.0,127.62,2.0,
INN13497,2.0,,,1.0,Meal Plan 1,,,9.0,2017.0,9.0,,,,0.0,,,,0.0
INN27194,2.0,,,3.0,Meal Plan 1,,,,2018.0,3.0,17.0,,,0.0,,,0.0,0.0
INN17372,2.0,0.0,,2.0,Meal Plan 1,0.0,,,2018.0,4.0,,,0.0,0.0,0.0,,,1.0
INN08054,1.0,,,,Meal Plan 1,0.0,,,2017.0,10.0,,Online,,0.0,0.0,120.0,1.0,0.0
INN25238,,,0.0,1.0,Meal Plan 1,0.0,,,2018.0,2.0,,,0.0,0.0,,80.0,0.0,0.0
INN26437,2.0,,,10.0,,1.0,Room_Type 7,,2018.0,8.0,,Online,0.0,0.0,,,,1.0
INN30036,2.0,,,2.0,Meal Plan 1,0.0,,,2018.0,6.0,,Online,,0.0,0.0,,0.0,1.0
INN22111,,,0.0,1.0,,,,,2018.0,5.0,,Online,,0.0,,156.0,0.0,0.0
INN29934,2.0,,1.0,3.0,,,,85.0,,10.0,,,,0.0,,,1.0,0.0
INN25312,2.0,,,2.0,Meal Plan 1,,,,2018.0,5.0,,,,0.0,0.0,,0.0,1.0
INN14072,2.0,,,2.0,Not Selected,,,,2018.0,3.0,,,0.0,0.0,,,,0.0
INN01131,2.0,,,5.0,Meal Plan 1,0.0,,,2018.0,7.0,,Online,,0.0,,101.88,1.0,1.0
INN19538,1.0,,,1.0,,,,,2018.0,10.0,,,0.0,0.0,0.0,,1.0,0.0
INN24561,1.0,,0.0,2.0,,,,80.0,2017.0,10.0,,Offline,,0.0,0.0,108.0,,0.0
INN27810,2.0,,,3.0,,,,122.0,2018.0,6.0,,,,0.0,0.0,,0.0,1.0
INN21045,2.0,,,2.0,,0.0,,,2018.0,8.0,,,0.0,0.0,,,1.0,0.0
INN01622,2.0,,,1.0,,,Room_Type 1,,2018.0,8.0,,,,0.0,0.0,,0.0,1.0
INN25135,2.0,,,,,0.0,,7.0,2018.0,5.0,,Offline,,0.0,,,,0.0
INN11720,1.0,,,4.0,,,Room_Type 4,70.0,2018.0,9.0,,,,0.0,0.0,,3.0,0.0
INN28339,1.0,,0.0,,Meal Plan 1,,,,2017.0,,,,,0.0,0.0,100.0,0.0,0.0
INN05442,1.0,,1.0,,Meal Plan 2,,Room_Type 1,,2018.0,5.0,,Offline,0.0,0.0,,,,0.0
INN26905,2.0,,,,,0.0,,33.0,,9.0,,,,0.0,0.0,,1.0,0.0
INN07178,2.0,,,2.0,,,Room_Type 1,121.0,2018.0,6.0,,,,0.0,0.0,,0.0,1.0
INN20204,2.0,,,2.0,,0.0,Room_Type 1,,,9.0,,,,0.0,0.0,75.0,0.0,1.0
INN27480,1.0,0.0,,,Meal Plan 1,,Room_Type 1,,2018.0,5.0,,Corporate,,0.0,,,1.0,0.0
INN34727,2.0,,,5.0,Meal Plan 1,,Room_Type 1,,2018.0,,,Offline,,0.0,0.0,,0.0,1.0
INN11491,2.0,,,,Meal Plan 1,0.0,,,2017.0,8.0,,,,0.0,0.0,,1.0,1.0
INN30706,,,,2.0,Meal Plan 1,,,241.0,,9.0,,Online,,0.0,0.0,,1.0,1.0
INN01487,2.0,,2.0,4.0,Meal Plan 1,,,,2018.0,11.0,,,,0.0,,196.67,4.0,0.0
INN05621,2.0,,0.0,3.0,,0.0,,,2018.0,10.0,,Online,,0.0,,105.3,3.0,0.0
INN15065,2.0,,,1.0,,0.0,,,2018.0,1.0,,Offline,0.0,0.0,0.0,,0.0,0.0
INN01239,3.0,0.0,,3.0,,0.0,Room_Type 5,102.0,2018.0,5.0,,Online,,0.0,,150.45,1.0,0.0
INN18956,2.0,,,0.0,,,,,2018.0,10.0,,Offline,,0.0,,115.0,,1.0
INN09910,1.0,,,,,0.0,Room_Type 1,,2018.0,10.0,,,0.0,0.0,,,2.0,0.0
INN06110,1.0,,,,Meal Plan 1,,,,2018.0,4.0,,,1.0,0.0,15.0,,1.0,0.0
INN28140,2.0,,,,Meal Plan 1,0.0,Room_Type 4,,2018.0,9.0,,,,0.0,,,0.0,0.0
INN22141,,,,3.0,Meal Plan 1,,Room_Type 4,,2018.0,9.0,,,,0.0,0.0,,2.0,0.0
INN28845,2.0,0.0,0.0,2.0,,,,,2018.0,12.0,,Online,,0.0,,,,0.0
INN31375,3.0,,,3.0,,,Room_Type 4,,2017.0,10.0,26.0,,,0.0,,,1.0,0.0
INN34619,2.0,,,0.0,Meal Plan 1,0.0,,,2018.0,8.0,,Online,,0.0,0.0,152.1,0.0,1.0
INN27871,2.0,0.0,,3.0,Meal Plan 1,0.0,,,2018.0,4.0,,Online,0.0,0.0,0.0,,1.0,0.0
INN33492,1.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,4.0,,,,0.0,0.0,115.0,,1.0
INN27191,1.0,,,1.0,,0.0,Room_Type 1,10.0,2018.0,5.0,,Online,,0.0,,,0.0,1.0
INN21897,2.0,0.0,,3.0,Meal Plan 1,0.0,,205.0,,7.0,,Online,,0.0,0.0,,0.0,1.0
INN23567,1.0,,,,,,,,2018.0,1.0,28.0,Corporate,0.0,0.0,,,0.0,0.0
INN21003,2.0,,,,,0.0,Room_Type 1,,2018.0,10.0,10.0,Offline,,0.0,0.0,,0.0,0.0
INN08615,2.0,,,2.0,,,Room_Type 1,,2018.0,9.0,,,,0.0,,,1.0,0.0
INN23243,1.0,,,,,,Room_Type 1,,2018.0,1.0,,Offline,,0.0,,,0.0,0.0
INN12417,2.0,,,3.0,Meal Plan 1,,Room_Type 4,38.0,2017.0,11.0,,,,0.0,0.0,,0.0,0.0
INN21618,1.0,,,2.0,Meal Plan 1,0.0,,,2018.0,6.0,,Offline,,0.0,,,0.0,1.0
INN06968,2.0,,0.0,5.0,Meal Plan 1,,,,2018.0,10.0,,Online,,0.0,0.0,132.3,,1.0
INN26803,,,0.0,2.0,,,,,2018.0,11.0,,Aviation,,0.0,0.0,,,0.0
INN06660,,,,2.0,,,Room_Type 1,,2018.0,10.0,,,,0.0,0.0,90.95,0.0,1.0
INN33228,2.0,0.0,,1.0,Not Selected,0.0,,,,10.0,,,0.0,0.0,,,0.0,0.0
INN27816,2.0,0.0,,,,,,,2018.0,1.0,,,,0.0,0.0,,0.0,0.0
INN34975,2.0,,,3.0,,,,,2018.0,4.0,,,,0.0,0.0,,0.0,1.0
INN17934,2.0,,,1.0,Meal Plan 1,0.0,Room_Type 4,54.0,2018.0,9.0,,,,0.0,,,2.0,0.0
INN12304,1.0,,,,,,Room_Type 1,,2018.0,11.0,,,,0.0,0.0,,1.0,0.0
INN08676,2.0,,2.0,1.0,Meal Plan 1,0.0,,,2018.0,1.0,,Offline,,0.0,0.0,,2.0,0.0
INN16458,2.0,,,2.0,Meal Plan 2,,,,2018.0,11.0,13.0,,,0.0,,,2.0,0.0
INN17700,2.0,,,3.0,,,,,2018.0,12.0,,,,0.0,,93.4,0.0,0.0
INN15304,2.0,,,3.0,,,,,2018.0,10.0,,,,0.0,,221.18,,1.0
INN26284,2.0,,,2.0,Meal Plan 1,0.0,,,,9.0,23.0,,,0.0,0.0,,1.0,0.0
INN06077,2.0,,,2.0,,0.0,,,2018.0,5.0,,Online,,0.0,,112.01,0.0,1.0
INN06468,1.0,,,2.0,Meal Plan 1,,,,,2.0,,Offline,,0.0,0.0,,,0.0
INN23899,2.0,,,1.0,Not Selected,0.0,,,2018.0,2.0,,,0.0,0.0,0.0,,1.0,0.0
INN08331,2.0,0.0,,2.0,Meal Plan 1,0.0,Room_Type 4,,2018.0,5.0,,Online,0.0,0.0,,,,0.0
INN14685,2.0,,,2.0,,,,,2018.0,12.0,,,,0.0,,,,0.0
INN09561,2.0,,,1.0,,,Room_Type 1,,2018.0,6.0,,,,0.0,0.0,,0.0,1.0
INN06244,2.0,0.0,0.0,1.0,,0.0,Room_Type 1,,2018.0,9.0,,,0.0,0.0,,,2.0,0.0
INN15325,2.0,,,,Meal Plan 1,0.0,Room_Type 1,,2018.0,4.0,,,0.0,0.0,,,0.0,1.0
INN26351,1.0,,,0.0,Meal Plan 1,,Room_Type 1,,2018.0,10.0,,,,0.0,,,0.0,1.0
INN33682,2.0,,,2.0,,,Room_Type 4,,2018.0,4.0,,Online,,0.0,,,0.0,1.0
INN28880,2.0,,0.0,1.0,,0.0,Room_Type 1,,2018.0,9.0,,Online,,0.0,0.0,,2.0,1.0
INN21207,2.0,,,4.0,,0.0,Room_Type 1,16.0,2018.0,12.0,,,0.0,0.0,0.0,,0.0,0.0
INN28725,1.0,0.0,0.0,1.0,,0.0,,,2018.0,10.0,,,,0.0,,,0.0,1.0
INN13496,1.0,,,1.0,Meal Plan 1,,Room_Type 1,,2017.0,12.0,,,,0.0,0.0,81.0,2.0,0.0
INN19640,2.0,,2.0,1.0,,0.0,Room_Type 4,,,10.0,,Online,0.0,0.0,0.0,,0.0,1.0
INN34402,2.0,,,3.0,,,,,2018.0,7.0,,Online,,0.0,,,1.0,1.0
INN34842,2.0,,,2.0,Meal Plan 1,0.0,,,2018.0,10.0,,Corporate,0.0,0.0,0.0,90.0,1.0,0.0
INN17753,2.0,,,,Meal Plan 1,0.0,,,2018.0,9.0,,Online,,0.0,0.0,,0.0,1.0
INN16975,2.0,,,2.0,Meal Plan 1,0.0,,,2017.0,7.0,,,,0.0,0.0,,1.0,1.0
INN02750,1.0,,,,Meal Plan 1,0.0,,5.0,2017.0,10.0,,Online,,0.0,,0.0,0.0,0.0
INN18945,2.0,,,,Meal Plan 2,,Room_Type 1,,2018.0,,,Offline,,0.0,,,1.0,1.0
INN06106,2.0,,0.0,3.0,,,Room_Type 1,157.0,2018.0,12.0,,Offline,,0.0,,68.0,0.0,0.0
INN25971,1.0,,,,Meal Plan 1,,,,2018.0,4.0,,,0.0,0.0,0.0,,0.0,1.0
INN02803,2.0,,,,Meal Plan 1,,,,2018.0,4.0,,,,0.0,,76.58,0.0,1.0
INN23229,,0.0,,,,,Room_Type 4,,2018.0,,,,,0.0,,,0.0,1.0
INN29279,2.0,,,,,,,,,8.0,,Online,,0.0,0.0,,0.0,1.0
INN18439,2.0,,,,Meal Plan 1,0.0,,,2018.0,,,,,0.0,,,,0.0
INN14879,2.0,,,2.0,,0.0,Room_Type 1,,,,,Offline,,0.0,,75.0,0.0,1.0
INN14961,2.0,,2.0,,Not Selected,0.0,Room_Type 1,,2018.0,9.0,,Online,,0.0,0.0,89.1,1.0,1.0
INN21922,2.0,0.0,,2.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,5.0,,Offline,,0.0,0.0,95.0,0.0,1.0
INN09602,3.0,0.0,,1.0,Meal Plan 1,0.0,Room_Type 4,,2018.0,2.0,,,0.0,0.0,0.0,,,0.0
INN22817,2.0,,,,Meal Plan 1,0.0,Room_Type 1,,2017.0,9.0,,,,0.0,0.0,169.0,,0.0
INN17655,,0.0,2.0,,Meal Plan 1,0.0,Room_Type 1,,2017.0,10.0,,,0.0,0.0,,80.85,,0.0
INN20718,2.0,,,,Not Selected,,,52.0,2018.0,12.0,,Online,0.0,0.0,0.0,,0.0,1.0
INN21669,1.0,,,2.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,9.0,21.0,,,0.0,,,1.0,0.0
INN26267,2.0,,,1.0,,0.0,Room_Type 1,,2018.0,4.0,,Offline,0.0,0.0,0.0,,1.0,0.0
INN19023,2.0,,,,,0.0,,,2018.0,9.0,,Online,,0.0,,91.2,0.0,1.0
INN08749,2.0,,0.0,1.0,Not Selected,0.0,Room_Type 1,,2018.0,10.0,,Online,,0.0,0.0,108.0,,1.0
INN22646,3.0,,,3.0,Meal Plan 1,,Room_Type 1,,2018.0,8.0,,,,0.0,0.0,96.9,,0.0
INN00933,,,,2.0,Meal Plan 1,,,,2018.0,10.0,,,,0.0,,,,1.0
INN11167,2.0,,,2.0,Not Selected,0.0,,,,11.0,15.0,,,0.0,0.0,67.5,0.0,1.0
INN10405,1.0,,,,,,,,2018.0,3.0,,Online,,0.0,,,0.0,0.0
INN20017,1.0,,,1.0,Meal Plan 1,0.0,,,,10.0,,,,0.0,,,0.0,1.0
INN15601,2.0,0.0,,4.0,,0.0,Room_Type 1,275.0,,10.0,,Offline,,0.0,,,0.0,1.0
INN30791,1.0,,2.0,4.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,9.0,4.0,Offline,,0.0,0.0,,0.0,0.0
INN24102,2.0,,,,Meal Plan 2,,,273.0,,,,Offline,,0.0,0.0,,0.0,1.0
INN22483,0.0,,,,,0.0,,,2017.0,12.0,23.0,,,0.0,0.0,6.0,0.0,0.0
INN22185,,,,0.0,,1.0,,4.0,2017.0,11.0,,Online,,0.0,0.0,,1.0,0.0
INN11027,1.0,,,4.0,Meal Plan 1,0.0,,,2018.0,7.0,,,,0.0,0.0,,0.0,1.0
INN11066,,,,,Meal Plan 1,0.0,,302.0,2018.0,9.0,16.0,Offline,,0.0,0.0,,,1.0
INN32583,2.0,,,5.0,,,,,2018.0,7.0,,Online,,0.0,,,,0.0
INN02675,,,0.0,1.0,Meal Plan 1,,,,2018.0,2.0,,Corporate,,0.0,0.0,,1.0,0.0
INN09726,2.0,,0.0,3.0,Meal Plan 1,,,,2018.0,10.0,,Offline,,0.0,0.0,,2.0,0.0
INN12671,2.0,,,,,0.0,,,2018.0,4.0,12.0,Online,,0.0,,,0.0,0.0
INN32876,2.0,,,1.0,Meal Plan 1,0.0,Room_Type 1,,,6.0,,,,0.0,0.0,,,0.0
INN18999,2.0,,,3.0,Meal Plan 1,,,66.0,2018.0,9.0,,Online,,0.0,,,1.0,0.0
INN33279,1.0,0.0,,,Meal Plan 1,0.0,,,2018.0,11.0,,,,0.0,0.0,95.0,2.0,0.0
INN14835,2.0,0.0,,,Meal Plan 1,0.0,,,,10.0,,,,0.0,0.0,,,0.0
INN02637,2.0,,,,Meal Plan 1,0.0,,,2018.0,8.0,,Online,0.0,0.0,0.0,135.9,1.0,0.0
INN32703,3.0,,,2.0,,,,,2018.0,11.0,18.0,,,0.0,0.0,105.0,1.0,0.0
INN00474,2.0,,,3.0,Meal Plan 1,,Room_Type 1,,2018.0,,,,,0.0,0.0,,0.0,0.0
INN10857,2.0,,,1.0,,,,,,5.0,,Online,,0.0,0.0,,1.0,0.0
INN32245,2.0,,,,,0.0,,18.0,2018.0,12.0,,,,0.0,0.0,,0.0,0.0
INN05439,2.0,,0.0,,Meal Plan 1,,,,2018.0,11.0,,,,0.0,0.0,,0.0,1.0
INN05991,2.0,,,,,,,,2018.0,2.0,,Online,,0.0,,,0.0,1.0
INN25611,2.0,,0.0,,,,Room_Type 1,,2018.0,8.0,18.0,Offline,0.0,0.0,0.0,,1.0,1.0
INN15334,2.0,,,5.0,,0.0,,21.0,2018.0,7.0,,,,0.0,,139.0,1.0,0.0
INN24048,2.0,,,6.0,Not Selected,0.0,,314.0,2018.0,12.0,,Online,,0.0,,,,1.0
INN35586,,0.0,,2.0,,0.0,,,2018.0,5.0,,,,0.0,0.0,80.75,0.0,0.0
INN28738,2.0,0.0,,10.0,Meal Plan 1,0.0,,,2018.0,10.0,,Offline,,0.0,0.0,80.39,,1.0
INN09974,2.0,0.0,,,,,,,2017.0,10.0,,,,0.0,,81.7,1.0,0.0
INN12560,2.0,,,2.0,,0.0,Room_Type 1,,2018.0,4.0,,Online,,0.0,0.0,109.0,1.0,0.0
INN09741,2.0,,,3.0,Meal Plan 1,0.0,,,2018.0,5.0,,,0.0,0.0,,74.54,,0.0
INN30700,2.0,,,,,,Room_Type 4,,2018.0,12.0,,,,0.0,0.0,,1.0,0.0
INN16445,2.0,,1.0,3.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,12.0,,,0.0,0.0,,,1.0,0.0
INN29821,1.0,0.0,0.0,3.0,Meal Plan 1,0.0,,,2017.0,10.0,6.0,,,1.0,0.0,,,0.0
INN01294,2.0,,2.0,,Meal Plan 1,0.0,,,2018.0,4.0,,Online,,0.0,,118.8,1.0,1.0
INN34809,1.0,,,3.0,,0.0,,,2017.0,10.0,,,1.0,1.0,0.0,,,0.0
INN04897,2.0,,,2.0,Meal Plan 1,0.0,,,2018.0,11.0,29.0,,,0.0,4.0,75.0,,0.0
INN16374,2.0,,,,,0.0,,40.0,2017.0,10.0,24.0,Online,,0.0,,96.3,,0.0
INN20829,1.0,,,1.0,Meal Plan 1,,,,2018.0,9.0,,,,0.0,0.0,,1.0,1.0
INN19886,1.0,,0.0,,,,,,2018.0,1.0,,,,0.0,15.0,,2.0,0.0
INN05167,3.0,,,3.0,Meal Plan 1,0.0,,3.0,2018.0,12.0,1.0,Online,,0.0,,,2.0,0.0
INN28244,3.0,,0.0,,,0.0,,,2018.0,9.0,,,,0.0,0.0,163.8,1.0,0.0
INN33708,1.0,0.0,2.0,4.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,7.0,,Offline,0.0,0.0,,110.0,0.0,1.0
INN34020,2.0,,,0.0,Meal Plan 2,,,75.0,,10.0,30.0,,,0.0,0.0,105.0,,1.0
INN12399,,,,5.0,Meal Plan 1,,Room_Type 1,,2018.0,12.0,20.0,,,0.0,,88.4,,0.0
INN18183,1.0,0.0,,2.0,,0.0,Room_Type 1,0.0,2018.0,8.0,,,,0.0,0.0,88.0,0.0,0.0
INN15495,1.0,0.0,,2.0,,0.0,,,2018.0,6.0,,,,0.0,0.0,,0.0,1.0
INN18152,,,,1.0,,0.0,,,,7.0,,,,0.0,0.0,36.25,0.0,0.0
INN05280,,0.0,,2.0,,,,,2018.0,11.0,,Online,,0.0,,117.28,0.0,0.0
INN20021,2.0,0.0,,,Meal Plan 1,0.0,Room_Type 1,,2018.0,5.0,,Online,,0.0,,99.45,0.0,0.0
INN34426,3.0,,,4.0,Meal Plan 1,0.0,Room_Type 1,,2018.0,10.0,,,,0.0,,,0.0,0.0
INN23623,2.0,,,0.0,,,,,,6.0,,,0.0,0.0,0.0,,1.0,0.0
INN31363,2.0,,2.0,,Meal Plan 1,,Room_Type 1,,2018.0,7.0,,Online,,0.0,0.0,112.32,0.0,1.0
INN05251,2.0,,,0.0,Not Selected,,Room_Type 1,,2017.0,9.0,,Online,,0.0,,133.0,1.0,0.0
INN05525,2.0,,,4.0,Meal Plan 1,0.0,,,2018.0,3.0,,,,0.0,0.0,,1.0,0.0
INN17045,2.0,,0.0,3.0,Meal Plan 1,0.0,Room_Type 1,,2017.0,9.0,2.0,Online,0.0,0.0,0.0,,0.0,1.0
INN18002,1.0,,,2.0,,0.0,Room_Type 4,,2018.0,7.0,,,,0.0,,,1.0,1.0
INN16012,1.0,,,,,,,,2018.0,6.0,,,0.0,0.0,,,1.0,0.0
INN08586,1.0,,,,Meal Plan 1,,,,2017.0,9.0,,,,0.0,,,,0.0
INN07018,2.0,,,1.0,,,Room_Type 1,,2018.0,4.0,,,,0.0,,,0.0,0.0
INN14981,2.0,,0.0,,,0.0,Room_Type 4,,2018.0,5.0,19.0,Online,,0.0,0.0,,1.0,0.0
INN26463,2.0,,,3.0,Meal Plan 1,,,,2018.0,6.0,,,,0.0,0.0,,1.0,0.0
